,content,rating,title
68,"I had 20 dollars on the site - It disappeared with random charges - I could not withdraw until I had some amount of money above that. I closed my account with them since the jobs are generally people looking for people in third world countries and do not want to pay anything. - That is ok by me I guess, people in those places need work. BUT the money handling they do is shady.",1,“Charges and bad money handling” 
69,"The money transfer is too difficult to get it understood for somebody being the first time on this page.
Help was so so. Not really on. Have to ask too many times and the answer was the same instead of trying some other words, phrases or sentences.
Not sure if I want this problem often...Not clear enough - not easy enough",1,“System is not easy to understand” 
70,"there was a dispute with an employer
they didn't read what i write just read and decide by what the client write",1,“very bad for freelancers” 
71,Freelancer website has automatically purchased paid membership for me. i didnt even visit membership page in my life. Now customer care refund the same stating we are doing a courtesy by refunding the amount as if they are donating me the fund. i had 1.80$ in my upwork. Now after membership pur it was showing negative 19.13$ how can amount go negative? it is their systems fault and not my,1,“Support from Kayla B.” 
72,"I lost my payment after work 15-20 days for chargeback issue. And it's 2nd time I lost my payment. It's really dangerous for a professional freelancer. I talked to support but they are not giving grantee about this issue so that will be not again in future. RELAY UNPROFESSIONAL! SO, IT'S TIME TO STAY AWAY FROM FREELANCER.COM",1,“Just Dangerous! Chargeback Issue on Freelancer.com” 
73,"I hosted a contest (id=1193921) where i wanted a 3d model but nobody is submitting a entry to my contest. NOT A SINGLE LEGIT ENTRY...The reward is 10K +1K freelancer.com fee + currency conversion fees. Now when i dont have a single entry. why should pay 10K to nonsense entries? Now when i ask for refund they say ""We will upgrade your contest"" every single time they say the same thing. They are not giving my money back. 10K is not a small amount. I am disgusted by freelancer very much. Please dont use freelancer.",1,“Worst company.” 
74,"Watch out for the sneaky fees and marketing tricks of Freelancer.com, I suggest you use fiverr or Upwork instead of these thieves.

I must have accidentally signed up for a ""Free"" trial of their premium accounts. I do not need that premium account as it is for freelancers and not buyers of freelancer services like my own. So the trial was for a month, I stopped using the site and so didnt realize they were charging me monthly subscription fees after the trial had ended, a very underhanded and sneaky marketing technique.  
I requested the membership fees of $100 be refunded, freelancer only refunded $66, so I disputed the rest with my credit card company.
Freelancer then took $500USD worth of payments I had made to independent freelancers over the last 9 months off those freelancers and blocked their accounts because they were in negative funds!!  Those freelancers live in India and depend on freelancer.com for their livelihood!!
So I cancelled the dispute, and now Freelancer.com is requesting confirmation of the cancellation which is not standard practice for banks and so takes up to 10 days to complete! These poor freelancers will have their accounts blocked and be without income!",1,“Watch out for Freelancer.com fees” 
75,"I have worked on a project and delivered code to client after completion. He released payment and review also shared. But after completion, client asked for refund because he now don't like our work. And freelancer support team withdrawn the milestone payment from my account automatically and refunded it to the client. They were very unfair in handling this issue and I believe that they are very much client-friendly and do not support developers working on there site. Your payment can be refunded back to client at any time even after completion of the project. www.upwork.com site is very good in this regards and they very very fair when it comes to payment where it can never be refunded once the project is completed. I wish they chance this policy and help developers working on there portal.",1,“Issue regarding dispute verdict” 
76,"Warning the website freelancer,com are not autralia website, is india website, and 
1/ the support are very poor
2/ add hidden cost to checkout paypal without all details
3/ modifieds you project when ou miestone for cheat your money
4/ charge over commission show in rules.
5/ if freelancer you choice Cancel your project you have to paid fee !
We dont recommanded i Scam website made in India",1,“Freelancer.com is are SCAM website checkout paypal cheat your money” 
77,"I recently used freelancer and had a difficult time connecting with one of the service providers and contacted customer service to help me locate them so I could hire them and they were of no help. If I was a member of freelancer, I would be very irritated with the effort they made to connect me to a ready and willing buyer. So horrible.",1,“Horrible Customer Service” 
78,"Two years as an Employer/Freelancer spending thousands of dollar$ yet they place restrictions on withdrawing your own funds.

Certification Fraud - How can a Leaderboard show TOP5 with 100% scores by completing the tests, Read, Comprehend & Answer, 40 questions in 41 seconds?

Bid Botts - post jobs and within seconds 20-30 almost identical bids appear without any reference made to the actual job posted?",1,“Complicit in Certification Fraud & SCAM” 
79,"I hired 'iffy37' Irfan M. and Muhammad Shuja on Freelancer.  The programming job for $1000 I offered a 1/3 milestone payment but they said the job was big and it was too risky and the 'programmers' wouldn't do it without an upfront payment of $500.  They did try to get more than that up front.  After paying them $500,  I never got any feedback from August 2017 its now December, and now they are not even online they disappeared.  Only one time in the beginning of Oct. they said they need only 5 or6 more days but then never heard from them again.  Have I been ripped off?",1,“I am miffed that a company allows this...” 
80,"They double charged me and wouldn't give a refund, so I had to delete my account.

Paypal said they won't provide payment protection when using Freelancer.com",1,“Double Charged Me” 
81,"They just want money from you, nothing else.
Never go for it. There are lot of bugs as well.

This platform need some tool to detect employer confidentiality to damage control freelancer payments.",1,“Worst site” 
82,"My first experience will be the last one. After completing a project and sending the final files, the client disappeared without paying. I immediately reported this to Freelancer and Paypal support, hoping at least to recover a 41 eur fee, but instead of helping me, they limited my profile, intimating me to withdraw the paypal contention and preventing me to display the user messages. Based on what they answered, I should ask the employer to cancel the project (although I have completed it for a value of 380 euros), wait 28 days for an answer, and only then I could ask for a refund, which however have to be evaluated by the staff.
I advise you to stay away from this site, they protect the dishonest and give no guarantee to those who enroll because they need to work. I'm going to report them to the postal police.",1,“Partner in crime” 
83,"I don't know where to start....

If you want to be scammed and throw thousands down the drain then sure, Freelancer is the perfect site for you. If you want quality of service, completed projects, helpful support and a run for your money then look elsewhere. Upwork will likely be good, going to give them a try myself after recently being scammed for 4.5K!

Freelancer convinced me to release milestones as I was going to be away for a few days, promised to complete project. I presumed I was safe as the conversation was available for support to see however, I presumed wrong! 

This Freelancer has total access to the site (I have none except 'his' login). The Freelancer has delivered a broken site that can't launch as it just wouldn't function. Promised to deliver the perfect site in 2 weeks and was hired by 'Freelancer' so I had total faith and remained kind throughout. He delivered no site in 8 weeks and now isn't responding to fix errors. 

DO NOT USE FREELANCER. YOU WILL REGRET IT!",1,“Awful!” 
84,"Please read the reviews before signing up with these people. I bid on a job, but I never accepted because I realized I was being scammed, after reading the reviews.  So, I  logged into my Freelance.com account to close it, but it seems there is a negative balance for which I'm suppose to hit ""confirm"" so my pay pal account can be charged $61.68.  Well, I called Pay Pal and was told it cannot be charged unless I hit confirm.  I will close this Freelance.com account as soon as my free trial has expired.  Be warned, this is a scam and read the reviews!",1,“Scam” 
85,"If I could leave negative stars, I would.  
This seems to be a scam.
I have been on this site for about 2 hours and have been charged a job fee.
They claim I bid and accepted a job.
I did not....
They will not refer the money.
I would recommend that IF you go ahead you do it with paypal.
This is the only protection you will have.

Customer service was NO help.  They were rather rude and kept telling me that I had bid and accepted.

There are many other sites out there for freelancers.  
DO NOT USE THIS ONE!!!!!",1,“Scam? Maybe” 
86,"I have a problem with the rights of an image that has been used more than 40 times  all over internet but freelancer decided that has rights who knows where , but they assume it and penalizes me, so all the work goes to the garbage beocuse they  kindly deleted all my past work with no further investigation ,great work freelancer.                             but no wait they don't cancel my account they semi cancel my account now they are let it me give my work for free but wait, it seems like only  2 persons work at costumer services some girl faye and i dude call chester lee totally usseless",1,“they are no support for freelancer” 
87,"I went to go verify my account all happy to start working, and it said it would charge NO more than 2 dollars on my debit card to ""verify"" it. Well they ended up charging me 2.11 cents and since it was MORE than their 2 dollar ""limit"" it wouldn't let me verify the account or give my my money back! I am only using one star because ZERO stars isn't an available option. $#*! Freelancer!",1,“Robbed me!” 
88,"I read some review online about freelancer and I thought it might be a good site to work in. but i was wrong, i didn't even get a suggestion or even do any job. And when i wanted to delete the account, It asked me for money. Because it upgraded by itself to a membership I never agreed on. Totally stupid lol. Im not even gonna pay, i'll let the account die there,",1,“this page is a $#*!ing scam” 
89,"TLDR: Freelancer.com support agent single-handedly ruined my life.

Freelancer.com is ruining my life, and the lives of thousands of contractors, it's not to be trusted nor used. My review is long but worth reading and will show you how no one in their right mind, should use it. 

I've been a member in this platform for over 5 years, I'm in the top 0.5% of contractors, I have 57 reviews, and 56 of them are perfect 5 stars. I only mentioned all of this, to show you that if they're treating me this way, then imagine how they would treat other users.

I had an issue with the website a while back, which I'll spare you the details of, that lead me to escalate the matter to get it solved, which I did. Prior to that issue, the website was placing a 2 months limitation on my account which stopped me from being paid or getting work, and after I resolved that I issue, I must have stepped on a few toes, because the day after, my account was placed under limitation once again. I contacted the website asking for an explanation, and the support agent rudely told me to stop asking questions and do my work, and they'll remove it when they feel like it. They didn't use these words, but it was the gest of it. I'm a proud person, and would never beg nor plead but i was put in a corner. A few months back my father passed away, and just a couple weeks later, i was in a bad car accident which left me in a bad shape and had to use all my savings to pay my medical bills. Right after that, the account was limited for two months as i mentioned earlier and i was barely getting by. But once the issue was resolved and the new ""open limitation"" was placed, i was desperate and strapped for cash. I had $3600 in my account which freelancer refused to allow me to withdraw, and at the same time I had bills piling up, so I contacted them appealing to their humanity and explaining that I did absolutely nothing wrong to deserve such treatment. I'm a well-respected person in my industry yet I was being treated like a criminal. It became clear later on that this limitation was placed by a support agent which I apparently angered during the first issue, and that the website had no basis nor reason to limit me. The first time I asked for the reason I was told that there's no reason and that I should keep working, then I was told that because a client complained, and in another occasion, i was told something else that I can't quite remember. At the end, they stopped making excuses and told me that the limitation will be lifted on the 4 of November, the date in which I'm writing this review. And I was told so on 5 separate occasions which I luckily have documented and asked for the Chat ID's (which is something you should always do when dealing with freelancer). A one-month limitation was hard and I didn't know if I can make it, but I basically had no choice, and they knew it. But a few days after this, the support agent that has something against me contacted me letting me know that she will only remove my limitation once I finish all my open projects, i tried to explain to her that this can't be, and that as a contractor I have no authority over clients to close projects, they can take forever with edits and improvements and new features, or just leave or any other scenario which I have no control over. I explained that my work is my life, that I will finish my work regardless because I have a responsibility toward my clients, and that how do they expect me to survive until then if my account is limited and I don't even have access to my money. And over our conversation that lasted a few weeks, i kept contacting freelancer and asking about the limitation and all the support agents assured me that it will be removed on the 4th, but she insisted that it won't, and apparently she won, because today I woke up, and indeed the limitation is still here.
A support agent, that had something against me is ruining my life, is pushing me to depression and shortly homelessness. Last year around this time i was a successful business owner, and due to a series of misfortunate events, I have been reduced to this. Being treated like a thief or something, and constantly being threatened and told that my account can be suspended and deleted at any time. 
I gave 5 years to freelancer, I wholeheartedly trusted them, and one of their support agents basically ruined my life because I stepped on her toes. I'm at a loss for words, I don't know how I should feel, what I should do, the only clear thought in my mind is that I should warn people about this platform and tell them to stay the hell away. Whether you're a contractor or an employer, they will screw you mercilessly and you won't have a leg to stand on. If they did all of this to me, imagine what they would do to you... 

PS: I heard of many cases where users had their accounts suspended after complaining about this platform. I realize the risk, and I'm taking it for you good people, so you know who you're dealing. And if my account does get suspended, I'll update my review and let you know.",1,“DO NOT USE THIS PLATFORM! STAY AWAY! MY REVIEW IS LONG BUT WORTH READING. CONSIDER IT A WARNING.” 
90,"Every time I get some form of brain damage and lose my memory I go back and try Freelancer again. and every time I last about 2 hours, cancel a project I want to run and wonder  why I've done it to myself again. 

1 . FL forces you to let thme take money from Paypal any time they want to when you make one payment - ther eis no option to keep them out of your paypal other than make the 1 payment thne manually revoke those permissions in Paypal. Bad sign right there - most legit sites will ask your permission before taking money. Have to go through their support services every time to get incorrect, unauthorised payments refunded. They dont refund to PayPal. They put it in your account forcing you to go through the slow manual transfer to your own account process.
2 - Their exams are out of date. Asking questions that are no longer true for modern versions of software. Their basic exams ask trick questions on arcane topics that dont prove a good coder - just someone who has read the cheat sheets.
3 - Support sucks. Slow reposnses - 3 - 5 minutes aprt normally. multi tasking with other clients at the same time. rude nad a wste of time.
4 - Spammy bids - sooo many spammybids nad no way to ban, block or report them.
5 - New algorithms for coders to show how good their bids are - but no way to see why you have a bad or good score. they claim project posters make up alot of the report on bid quality - but yet there is no place for project posters to feed back on $#*!ty bids - and there are heaps of them.
6 - A a coder - getting work is a dive to the lowest price, hitting as many projects as possible and getting advertised to to pay more money to get yourself chosen or at the top of the list. 
7 - Services like a project concierge - will take your money and choose coders without the relevant skill sets - then claim they have done their jobs. 
8 - Half the functionality is broken. Try clicking alink to get to the exams page - there isn't one easily findable. try to see what level of subscription you have - it takes you to a hey upgrade and pay more page. 

In short - money grabbing, low rent, bad support, spammy dive. Great for slum lords and the desperate.",1,“Money grubbing pile of spammy crap” 
91,"A total waste of time for business owners and entrepreneurs. The customer service is non-existent. And the freelancing 'talent pool' is littered  with unskilled workers looking for a free lunch. To make things worse, Freelancer make it extremely difficult for you to reverse your freelancer.com account balance back into your bank account. In fact, I'm still waiting. Total waste of both time and human resources. Avoid at all costs - total crooks.",1,“Avoid Out-Sourcing From Here At All Costs” 
92,"Don't use Freelancer.com - although perhaps not a scam in the traditional sense, it is designed to extort money from honest freelancers trying to make some cash! 
When I joined they asked for a Paypal account simply to 'verify my identity' but then proceeded to withdraw fees automatically without my knowledge or permission.
After doing this for 3 months, Freelancer.com suddenly decided they needed more information from me in order to 'verify my identity' (again!) before they would release the money I had earnt on their site to this same Paypal account. It seems very suspicious to me that they can automatically withdraw funds from Paypal when it involves fees they get from their freelancers, but to release funds the freelancers are entitled to suddenly is a 'security risk'. Sounds pretty dodgy to me.
After six weeks of requesting sms 'security' codes which they supposedly sent but never arrived and getting a series requests for additional information from Freelancer.com which is fine, but seems to me to be delaying tactics so they don't have to release my money to me, I still haven't recieved my funds.
Do not use this site if you want to actually earn money through freelancing.",1,“Whole site is designed to rip off freelancers” 
93,Tried freelancer for the first time and completed a project for a $250 fee and was charged a $25.00 project fee.  The person who hired me never paid and stopped responding to messages....took over a week to get anyone from support to assist or respond and when they did just told me that project fee is non-refundable.  I'm out 8+ hours of my life and 25 bucks and feel like I was conned by both parties.,1,“Provides easy platform for Scammers/No customer Support” 
94,"5 Star reviews are generated by their customer support, freelancer.com knows that their ratings are 2 Stars and work every cheating angle to improve rating, not the website/services - this says everything

Currently in minus 120$ for 2 projects, because freelancer.com rules allow employer to f**k a freelancer, meanwhile the freelancer has 0 input to the process, unless you say something that can be used against you.

You will not know about the problems of the website, until you encounter well-hidden unfair rules. 
Most of the users are duplicate accounts, fake projects to lure (limited) bids and to encourage membership sales.",1,"“Well hidden scam, cheap business planing” "
95,the freelancers are great that I have hired. But every time i hire one i get duplicate bills and charges. Contacting customer service is a waste of time. No response and if they do its rude dialog. I had to dispute a charge with credit card because of this. I had a balance due but they said I have to cancel the dispute and then they will return my unused funds. I dont have time tor this- Onto Upworks. Freelancer never again!,1,“Unprofessional customer service” 
96,"I was looking for someone to re-do our logo, one of the representatives from Freelancer suggests me to run a contest, so I paid $20 USD upfront to Freelancer before the contest is started. 

I couldn't find any logo I like, I'm so disappointed that the logos are very poor design, none of the contestants have professional standard.

After the contest has ended,  I asked Freelancer to give me a full refund because I couldn't find any logo that I like.  * from Freelancer keep telling me my account is limited so they are not able to refund me.  I don't understand why my account is limited since they have my money already.  I asked * to help me to resolve the issue,  I've emailed her more than 10 times and neither resolved my problem nor I got my money back.  I even emailed the CEO but haven't heard back from him so far. 

The process takes over a month and the issue hasn't been resolved yet.  I am glad that PayPal cover my refund.  If not, I still haven't got my money back from Freelancer.

My first experience with Freelancer is FRUSTRATED, DISAPPOINTED, RIDICULOUS, the worst customer service I've ever had.

*Personal information redacted by admin",1,“The WORST transaction ever with Freelancer” 
97,"Trying to get my money has proven ridiculously hard. The hoops that I'm jumping through, the amount of time. I just want to get paid for the work I did.",1,"“If I could rate a -5 stars, I would” "
98,Everything is good :) I was accommodated. I did not waste my time. My questions were immediately answered by Sandra. I did not wait that long.,1,“Nice Customer Service but the website is still complicated” 
99,"I have been on Freelancer but it is the first time that I did a freelance writing job there a few days ago. I am a seller/freelancer.

It is very strange and disappointing to see that after I completed my work and sent it to the buyer, the communication of buyer totally stopped. No feedbacks, no comments whatsoever. And even more strangely, after two days, I see today that the project cost that is waiting to be transferred to me is completely removed/lost from the system. No milestones = no chance of dispute for me

I am never informed about nothing in the whole process of the issue.

This is nothing but fraud.

I will never work on freelancer again. I am wondering how they have become that much famous. Just by pleasing employers? Their injustice level is simply disgusting. Not to mention not providing freelancers with a safe, direct email address to complain or write about the issue.",1,“Fraud” 
100,"My account suspended suddenly without email notification and I made soo email to freelancer team but no response and non of them ready to help.

Freelancer off chat also and now I am unable to chat with client .My clients understand me fraud due to this activity of Freelancer.",1,“Bad support” 
101,"I was interviewed immediately by someone named Mr. Sparks, who then immediately turned me over to an IM HR person on Google Hangouts for a live IM interview. The desperation seemed a little strange but then it got weirder. The interviewer was typing like a bot: wouldn't answer my questions, would instead just type copy-pasted blurbs from the website. His email address was also ending in @gmail.com rather than a professional email address. After answering a few questions, I asked him why I felt like I was talking to a bot. He literally said ""Bot?? This is an act of professionalism. Understood???"" This was the biggest red flag, the rude tone. I left the online interview. If you're going to use this website, please be careful whom you talk to and be mindful of how they are communicating with you and treating you.",1,"“Interviews were sketchy, do not use” "
102,"As the mother of a child with type one diabetes, I have personally designed a team t-shirt  for the JDRF One Walk. I'm NOT a designer or artist by any definition of the word! This year, due to an unusually hectic schedule, I decided to splurge and have someone design the tee for me. The Freelancer.com contest format seemed like a great idea. I paid $80 with the idea that I would have at least a few decent designs to choose from of the 30+ they said would be submitted. RESULTS: 79 entries submitted. Of the 79, 23 had blatant copyright infringement (Minions and Pink Panther). Of the remaining 55 entries, 54 of them were either just writing or had nothing whatsoever to do with the theme (Example: a drawing of an astronaut, with no writing or anything to tie it to the theme. Another example: A quote about ""Me and My Best Friend"" with absolutely nothing to tie it to the provided theme.) I was left with one theoretically acceptable design, that I am now obligated to choose due to contest rules. However, the one 'acceptable' design is not one I would spend hundreds of dollars on to print team t-shirts, so I will be cramming tonight to design something on my own. A total waste of $80. I do NOT recommend this site or their contest format.",1,“COPYRIGHT INFRINGEMENT IS NOT OKAY” 
103,"Someone posted an offer for btc transfer,

He needed BTC worth 540usd.  I replied and in turn he gave me project immediately, 
He made the payment- which appearnt in my account and i transferred btc to his account.

Then after a while i found OUSD in my account because Freelancer banned the buyer and return his funds back,

In the end i had a loss as i made a contact with  their support team latter on but they refused to help saying they had returned the money back to buyer and banned his account,

I asked them why dont they bane btc buyers directly but they apologized

Their support team sucks and be aware of btc SCAMMERS on Freelancer.com

NEVER EVER BID ON BTC PROJECTS on FREELANCER.COM",1,“BTC Scammed” 
104,"Neil M
Dallas, TexasMember since October 2017
Reviews | Comments | Account Settings | Bookmarks
Reviews Youve Shared (1)
Freelancer.com
Horror Story
This is absolutely the worst experience of any company in general that I ever had.

I pay for the premium freelance service - 60 a month, to place unlimited bids.

Out of nowhere, I receive an infraction claiming that it's because of the bids I'm making. Even though I literally pay for unlimited bids.

Once the 24-hour infraction is lifted, I go back to bidding, obviously with more care this time, and elaborating further, to prove that I am a legit freelancer, and not spamming.

Lo and behold, the mobile app will not let me bid, and claims that my app is restricted.

For two whole days, support doesn't understand the problem...literally not reading my messages then replying ""ah, sorry, I answered my own question"" (I can provide screenshots)...because they are claiming it is ""general issues"". But I can bid from my laptop...and my mobile app is saying my account is restricted. A 3 year-old can determine that it is not ""general issues"".

So now, unable to bid on the mobile app - I receive an infraction, this time they claim I posted my email address.

The only time I posted my e-mail address is to clarify a dispute that my employer made for $111 after she released a milestone. Freelancer immediately froze me out of the money for the dispute, putting my account in the negative...which led to me bidding to more projects, which caused this whole chain reaction.

So now, I have two infractions I shouldn't, and I am out $111....all while paying $60 a month for their supposed premium service.

Contact me at @transcribing247 and I can recommend plenty of services other than freelancer.com. They will take your money, and then they will play dumb, as if they don't understand, when it comes to support.

The support is literally so dense that I had to point out that one employer was trying to commit felony forgery by asking for my driver's license with responses like ""Maybe they just want to know where you are from""

Another time I told them about a racist message and they suggested that I ""not take it seriously"".

This company is absolutely insane.

I wouldn't recommend this company if they gave you a free membership.

Bottom Line: No, I would not recommend this to a friend",1,“Horror Story” 
105,Did not like the agent response to my email was very rude an unprofessional. And did not sound nice at all,1,“Bad” 
106,"I am not familiar with dispute procedure, I was expecting for the Dispute ID #320761 result in my case, please help, my website www.electronicpro.co.za, NOTHING GETS DONE, bug is still existed, 500 (Internal Server) Error, the freelancer ( mizanrobi ) DIDN'T DO THE JOB THAT WAS REQUESTED. 

Please help to get back my milestone US$120

I didn't get the message to pay US$6 to carry on with arbitration, if I did receive the message I would pay and I knew the dispute will be in my favour, the freelancer wasn't doing the job requested, he copied the website and asked to shift the webhost, instead of fix the bug from existing webhost. If its just a copy website, why should I hide him for ???????

Freelancer release my milestone to a freelancer that did NOT complete anything. Freelancer is the one to fix its own mess. Freelancer is so louzy its already another month gone, I will NOT WAIT your "" reply "", I will forward my experience to every community I know until the justice is done.",1,“Beware of Freelancer” 
107,"Though I had been working both as freelancer and employer for the freelancer.com site and I have done many successful projects in both profile,
recently my posted projects are getting fewer and fewer proposals as i myself realized i also hardly bid on projects due to their introduced repressive feature 'bid quality score' which has hardly any legit reason for determining the bid quality.
I Myself take my bids on projects seriously and complete as much of the information that I understand. If nothing, I know my skills, and I don't apply for anything I am not qualified for and many employers send me messages after i place a bid for discussion on the project, but they keep on lowering my bid quality score- may be they want me to  spend money to sponsor the bid or something.
And for my posted projects  too i can clearly see the response is getting crappier as i always welcome new comer freelancer to join a project if he/she has the skill. But after introducing this feature less freelancer are bidding and i am having to search for a suitable candidate for my project outside freelancer site. 
If this is a business strategy which is causing harassment for both freelancers  and employers by the freelancer.com site then this is really disappointing and sad. 
You will get better response to your project (even if low cost ) outside this site as good freelancers in this site  are not being able to bid freely. Hope they change this useless feature soon.",1,“Getting fewer genuine proposal due to their new Crappy feature 'Bid quality Score'” 
108,"If you check all the reviews before July, 2017 then you will find out real review from real clients. All the reviews that you see with 5 rating in a long series then be 100% that these are fabricated reviews added to sitejabber.com by its team. Freelancer.com has a team of content writers whose reposibilities are to produce fake and false postings whether it is be the projects listed on freelancer.com or 5 rating reviews on sitejabber.com or posting good image of their business on facebook page of freelancer.com, etc. Freelancer.com uses these content writers to do all the fake postings and this is why number of projects that you see posted on freelancer.com with ambiguous or very short or funny project descriptions are also posted by the same content writers team in order to trap sellers and buyers both.

The world of freelancing.com was much better before this fraud and cheating world of freelancer.com acquired all the other good, honest and reputable freelancing sites like getafreelancer.com, vworker.com, limeexchange.com, etc. Matt Berrie's Freelancer.com has turned this whole freelacing industry into a complete fraud and scam due to one man's OWN greed, lack of vision, treating employers and potential service providers as his money making slave machines. Certainly freelancing business on the above mentioned marketplaces platforms was the reason of millions of families to earn their bread and butter which this goon, cheat, dishonest, thug, low character and low esteem guy has turned into a money snatch platform for buyers through imposing unjustified fees and made it slavery for employees who will always be doubtful  whether they will get paid for all the hardwork they did or the money their client has released to give to them. Freelancer.com is doing fraud both way. It make unjustified transactions on employers card and try every possible way to find reasons of not paying hard earned money which a service provider has earned from his/her client.

We wish and hope for a new platform to come and emerge on the model of vworker.com or getafreelancer.com so that we all good freelancers abandon this titanic who is continuously sinking from past 4 years every since Matt Barrie and his characterless and useless team is deployed to manage it all. Freelancer.coms acquiring of vworker.com, scriptlance.com, getafreelancer.com and limeexchange platform has caused us a waste of 15 years of time, efforts and life spent in this industry and business.

The best revenge is to abandon and boycott the site and create a lack of good sellers or service providers which were ultimately result into lack of interest for the buyers to even think of this platform for quality and 100% successful project. 

Also if we do forensic audit of the database of sellers on the site then I am sure that more than 80% are student sellers as most good sellers have already left the place and moved to other platforms like upwork.com or new emerging freelancing sites, etc.

Stay away!",1,“Freelancer.com ruined entire freelancing industry worldwide !” 
109,"Hey freelancer, it is VERY apparent that your current mass amount of positive reviews are fake and done VERY poorly. Perhaps you should pay them more than 50 cents an hour to post more convincing reviews? lol

The only thing that amazes me about freelancer.com is that they are still in business.",1,"“wow, so many fake reviews!!” "
110,my first time the designer quoted me higher price than initial then tried to get upfront all the money even before accepting my project. Freelancer has many hidden charges and make it difficult for you to get refunds withdraw your deposit and close your account all of which they charge you for doing.  The design services are mostly outsourced to India even though many designers showing a USA flag in their profile. Don't trust this service.,1,“hidden fees not upfront trap you” 
111,I bid on a number of projects over a week ago. They re all closed but I cannot see if they have been awarded.  I am wondering if they are scams,1,“Closed Projects - have they been awarded?” 
112,"Got a trial for a month. Great
Next month, no email about the expiring trial.

Automatic payments by paypal.
No emails about renewing account and next payment.

I hate this kind of business strategy!",1,“Corrupt business strategy” 
113,Freelancer is fraud. We posted a project in freelancer. The freelancer asked for advanced payment. We paid advanced payment to that gut and he didi not finish the project. We asked freelancer to help us to return our money but they refused to do it. we deputed the payment from Paypal but Paypal did not return the money to us. Interesting thing is freelancer limited our account and withdraw money from the person who accept our project bus they did not return our project. They are completely fraud and they do not care about your money.,1,“Fraud company” 
114,"Posted a job with the help of an assistant & within the hour decided I didn't want to proceed. I was signed up for a 1 month ""FREE TRIAL"". I closed my account & checked my PayPal account to find it had been debited $44 for the job & another $5 for removing it - what scam artists. No one was upfront & advised me of the process they just wanted me to list a job.",1,“Not upfront.” 
115,"1) Transactions made on this site are often blacklisted by major banks in countries.
2) Terrible Customer Support
3) Bad Terms & Conditions and bad days for buyers and sellers.
4) Runs like Elance.com",1,“Freelancer runs on fleecing people for money” 
