text,label
App was showing me cab is 5 minutes away. By the time I come down from my building and reach my society gate. The cab was there but drive didn't allow me to seat. He said I have cancelled ur ride. He didn't even call me before canceling it. It was quite rude. Never expected such kind of experience with uber.,1
"Why the driver have to give to Uber personal information of private bank account ,l my sure they don't give company bank account information",0
I will no longer use uber tried 4 times today 4 times to request ride it kept telling me to confirm my payment which it did 5 count them 5times EXTREMELY UNPROFESSIONAL GIVE DRIVER STUPID DIRECTION AS a company menat to serve the people IT DOES JUST THE OPPOSITE WHILE CABS A MORE EXPESIVE THEY DO NOT ON a daily basis screw up like uber does,0
"I book hotel to airport. I booked for 48sar and finally it costs 84sar when I received the email. This is more expensive than a normal cab. This is more expensive than the official cab which I took when I did the single trip from airport to hotel. Uber, you messed up, you start to be like Ryan Air!",0
Requestrd a Uber lift in Santa Monica via their app and waitrd outside Hotel. No driver to be seen. Driver cancelled and chargeme 5 dollars via PayPal. A scam!,1
"I am in Boston on business. Today, I send for Uber to pick me up after lunch at Roxy's Grilled Cheese. The first driver, accepts then 2 minutes later he cancels. The 2nd guy drives right past the restaurant. I text him to tell him he just passed by, then he cancels. The 3rd person, I text to tell her in advance that I am standing in front of Roxy's Grill. She calls and says she's there. I tell her she'e not because I'm standing outside the door (in the cold rain this whole time mind you). She says okay she'll be right there and cancels. I go back in the restaurant to tell the guy behind the counter what's going on. Recommends that I walk down to Walgreens and get Uber from there which I do after being very frustrated. Finally, someone by named Moses arrive. I tell him the story and he's very apologetic. I get back to my hotel and see that I have been charged $5 for each cancellation. I email Uber and informing them of what happened and they are refusing to credit my account. Welcome to Boston!",1
It has happened to me 3 times in a row that I had scheduled a ride and the drivers never showed up. One driver never showed up called me stating that he missed an exit both times I missed my flight to the airport. You guys have bunch of fags working for you guys can't tech on time Uber is not reliable at all because they are making so much money they don't care about their customers I submitted a complain last time no one responded me don't have any number that you can call they are just app based and have a horrible service! Driver name was NABIN driving TOYOTA VENZA plate# T694057C don't trust this driver charged me money and never gave it back. Very upset about this situation,1
We are going on vacation soon and it was suggested by our resort that uber would be less costly than a taxi. I set up an uber account. Because I did not want to store a card number that was attached to my account or use a credit card that has thousands of dollars available to use I purchased a my vanilla visa debit card. I talked to my vanilla and ask them if this would be a card I could use with uber. They assured me of the cards available this card would be the one to use. I tried several times to set up the uber account using this card and they would not take it. Not only that but the customer service people totally suck at their job. Basically I was told to bad so sad - and at no time did anyone investigate if there was a reason why you can not use this type of card. they just said sometimes they just don't work use a credit card. This type of card is used by many to receive direct deposit of payroll instead of having a checking account. One would think that uber would do some investigation to find out why there is a problem. So if you want to try and protect yourself by using this type of card don't expect uber to try and help figure it out. Worst service I've ever received. Given all the other bad things I've seen in the news lately about uber workers and the CEO this should not surprise me.,0
"So I recently decided to give this $#*!ty business and app a try. First let me say there is no one to call when you have issues. Anyway,I download my app set up my account and begin to get a driver now first, I use my debit doesn't let me no explanation just unable to use try different payment. Okay credit card. NOPE!!! Okay create my pay pal. Again unable to use payment try different form of payment. What!!! Fix your $#*!!!! I even bought a Fu@kng gift card and couldn't use that piece of crap. O and by the by the way all this time had me so damn late because I had to now take the train which if you don't know not all trains on Nj transit stop at the same locations so which an urber 25 min tops with traffic turned into 2 hours and 17 minutes. I had to get a cab which to the train from my place 20$ where the whole urber ride was 13$ then round trip ticket 16$ then another 16 more for cab from train to appt back to train. Did I mention when I got back to train from appt. Yep you guessed had to wait 51 minutes for train then over 25 min on the ride when back to Dover instead of paying for another cab I waited yep 35 more minutes for my girl to pick me up. Thanks Urber could have been dropped off at station in the morning right on time then wouldn't havre been late and after appt got picked up on time from station. But instead of using train was going to take urber because it was the same price. So I say again when your working it's great but it always has some sort of issue and no one to call you suck!!!!! Get your broken ass together and fix your issues for the future customers because you will need them you just lost one today I give you 2 middle fingers up for your performance!!",0
"Called and Uber black car to get my husband and me to DFW airport. The estimate for the premium black car was $91.00 but we decided to go for it this one time. We went the 20 miles from downtown Dallas to DFW in about 40 minutes since it was 7:00 in the morning. When I got settled on our plane I checked my account to see that they had charged me $152.00!!! I have been going back and forth with them for a week now and all I get is ""The fare you were charged is within our estimate for a trip from your pickup location to destination. As a result, the fare was not adjusted."" Even though I have told them it was NOT what they estimated, I continued to get the same reply 4 different times. I finally just cancelled my account. There was no other recourse except to now tell my story so someone else won't get ripped off like I was! By the way, the taxi ride back during evening rush hour was $50.00!!!",0
"I received a ride that was 13 miles and took less than 30 minutes. My original estimated coast was $27 the initial charge was $25. 24 hours later, I received an email stating the driver adjusted destination and my fee was adjusted to $160. I disputed the charge stating the original destination was correct. I Provided screen shot of google maps and pick up and drop addresses. After multiple emails back and forth, still no luck of Uber correcting the, what I call a, ""fraudulent charge"". Customer service is less than desirable to say the least. I have been giving the runaround. I have asked for a contact number to speak with someone live but no such luck. I am now forced to dispute the charge with my credit card company and will being filing a complaint with the better business bureau. I understand mistakes happen but failure to correct mistakes is in enexcusable. Uber not only lost a routine customer today but also gained poor advertisement from a dissatisfied customer. I will warn friends and coworkers against using Uber. To many other options.",0
Horrific experience I waited for an Uber driver for 30 minutes stupid me !!!! He kept saying he be there in 2 to 3 minute he never showed up !!!!Uber had a nerve to charge me for the ride I tried to get in contact with customer service they were nothing but rude,1
"They lie to you, cheat and steal. Do not drive for them. They will not honor what they say or owe you.",0
"I ordered an uber to get to work this morning and after 5 minutes of not moving, the driver called and said if I wanted a ride, I would need to go with him to LAX. That obviously was not an option, so I canceled. I should have insisted that the driver canceled, but lessons learned. Anyway, I was charged a cancellation fee and immediately complained. Respond #1 fored back immediately from ""SC"" saying we charged you correctly. I said no you didn't and asked for a refund. Hazel L provided me a credit, which would have been fine if that was the initial response, but since I needed to go through hoops, I demanded a refund back to my credit card. Gretchen C responded that is against policy. Mind you, I am a 400 dollar/month uber user (I used uber eats at work pretty often) so this absolutely blew my mind. I can say that uber has officially lost a user forever, I hope the company implodes with the recent negative PR storm that has hit them. Congrats Lyft, eat24, and postmates, you have a new customer!",0
We tried getting an Uber THREE time and they canceled on us each time and waited until the last minute to cancel on us. This is terrible customer service. It's honestly unbelievable. DONT USE UBER.,1
"It would be of great help if uber came up with simple terms or explained what is a uber pool while booking a cab.i booked a cab and chose the option of uber pool since that was the first available option while booking a cab.and the picture of the car for this option was a small car while the other options and pictures were of fancy cars. When the cab arrived I realized it was sharing,initially I found it a little weird but I agreed to get into the car.the sharing drop was at prabhadevi.so I insisted the driver to drop me first since Wadala comes First.the driver agreed to drop me,but later said that the route on his phone was prabhadevi so he has to drop me 2nd.I told him I would like to get down and asked him how much did it cost.He said he will only be able to tell me once my trip ends.which i found ridiculously lame.Only if uber could come up with a better solution to cancel or discontinue the service.I had a bull$#*! experience will never travel uber in India atleast.WORST experience. 1)wasted 1.30mins of my time and will also recommend my family and friends not to take uber atleast in India.",0
"I was having my 18 yr old son picked up and the driver was texting and driving and I told him not to, cancelled my ride and now my account is disabled. It gets better, Im trying to resolve my issue and they are trying to tell me that the email on file doesnt match the one in their records. I only use the one email so Im not getting any help. So I have moved to Lyft!! Screw Uber!",1
"I lost my cell phone in an Uber vehicle on a vacation to Las Vegas. Trying to track down the driver was a 12 day nightmare. Uber's doesn't really have a customer service. They have a few people available on twitter or a Uber lost item report that will eventually get a response. First Uber does not have a lost item link of their website home page or App. They also demand full rude detail, drivers name, date of trip, cost of trip, time of trip and pickup and drop off locations. So if you lost your phone, and don't have access to their app or a computer your screwed. I send various Uber contacts a minimum of 25 messages. Only when I purchased another iPhone and another SIM card from my service provider could I go through the secure process to use my old phone number and get into the app to get the ride detail. So I give them the detail that they could have looked up any time and they basically tell me that the driver has my phone and that I need to contact the driver through the app to get my phone back. Then then scolded me for opening multiple threads containing the sMe issue and sId my case was closed. I complained asking them how they could close my case when I do not have my phone back, they did not reply because they don't care. I went through their "" contact the driver"" process 7 times over 4 days and no one ever answered. Only on my 8th try did I reach the driver 12 days after it was lost in the car. Uber is an arrogant, rude company that does not care about providing customer service. The have no toll free numbers for customers and their online support is terrible. They tell you that they have sent you several DM's. I said I looked and could not find any Direct Messages from them. That's because the messages are hidden in their app under a help link. How are customers supposed to know that? I now use Lyft and they are awesome and will never ever use Uber again. I want to be very clear, the driver is not the problem, when I was finally able to reach him he was polite and very helpful. This is all Uber's rude unfriendly business model",0
Drivers are allowed to cancel for no reason and the customer is charged a cancellation fee. Is this Ubers new scam?,1
"Do you know why their overall rating is only 2+ Stars? Allow me to clarify: On Tuesday I called for a car at 10am. Without bothering to confirm my address, the driver came to the wrong place and left, without a call. Next driver cancelled, too. My first patient cancelled. Today, the driver actually CALLED for directions... and cancelled. No message from Uber, so I stood there, on crutches, in the snow, waiting. Then I couldn't connect to uber, AND THERE IS NO DIRECT TELEPHONE OR COMPLAINT NUMBER. Finally took a yellow cab. LYFT RIDE NEXT TIME. DUMP UBER AND MOVE TO LYFT. Eric Berger MD",0
"Overpriced for going small distances, treats employees awful, let's underage children order rides. Find better service they just f$#@ people all day",0
"These bastards wasted so much of my time. Declined me for joining up, then told me to go get the driver accreditation. After getting it they still declined. Kuunts",0
Working 8 hours shift then I decided to do my grocery shopping and get Uber to take me home in a snowy night. When I requested Uber it was giving me another address to go there and wait for Uber on the main road. So when I could do that with having 7 bags of shopping then I would have taken a bus for $4 rather than paying $25 for the Uber. It happened with me 3 times so I kept cancelling them and calling for capital taxi. The place where I work is a big mall and I work there and do my grocery from loblaws then always tried to get Uber but didn't work with me for the last 3 times. So I kept using capital taxi since then I was ur customer used Uber a lot. But not anymore.,0
AWFUL experience... fro OHare to home in double time! Didn't know that pool gives them the right to drive all other towns! Will not use them against!,0
I got quoted for $45 and ended up paying $64. The driver purposely drove through a $#*! ton of tolls! Stay away from Uber..esp. from DFW.,1
"We booked a taxi from Leeds to Sowerby Bridge on Saturday. Before we got In the taxi we asked how much it would cost and the driver said he didn't know and you should have an email! We did not receive any message to tell us the cost, if we had we would not of got in the taxi, it cost us 90 for what should of been a 32 trip! There were lots of empty uber taxis driving round waiting to pick people up, so the demand was not high, now I can understand d why there was, the inflated price of 2.8 is crazy and no need! I'm shocked disappointed and will not be using uber again, I do not agree with not been told the price before we got in, how can you charge someone without knowing the cost in first place! We had no choice but in to the car as it was late and cold, and we had already ordered it!",0
"Have been driving for uber for 3 weeks and they take almost half the fare and call it a booking fees and then another fare fee. They don't charge enough, they encourage people not to tip, they let passengers cancel and don't compensate for drivers time, they don't tell you the final destination until passenger is sitting in the car....I could go on and on. They use drivers to make millions but really could care less about them. Why can a passenger see picture of me but I can't see a picture of them?? So many issues that I'm shocked they are still in business.",0
Uber is thirsty for money. Even when they know they cannot pick you up within the time stated they make you wait and charge you a cancellation fee if you dare to choose another option. This company is on a downward spiral. Up with Lyft. Down with Uber. How dare you disappoint a customer during Mardi Gras season!,0
"On a recent ride there were 5 of us jammed into a little Uber car with our suitcases and the ride cost me more than the taxi I took going to the airport. Watch out for extra charges, user fees. The company is very greedy. Just imagine how much the company made off the five of us per hour.",0
Uber tempt you with a cheap fare when you request the ride only to find they charged you double to the same destination and no tolls. Also the driver cancelled the job and they still charged me. When I complained they said they refunded me but it's not true and never received any refund,0
my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride my promos return back while i can ride,0
"Our 15 year old boys hailed an Uber ride late Friday night (February 24, 2017). Well.....let's just say they aided in our boys running away from home. Check out their rules, and it says you need to be 18 to call for a ride, or have parental permission! Umm....not 18, and no permission!!! Good job Uber!!!",0
I want to start off by saying I will never use uber again ! First off every time I take a trip I know the rate is a certain price doesn't matter that I go home at a certain time of the day I know it has always been this price I been riding this specific route for some time but today took that same trip & literally price said the same thing & so the price is between 15 to 16 bucks & so literally get in the uber of course & literally was having problems with the app cause there always some problem with there app & got home to my place to look & see that I was charged 37 for my ride when I was charged wrong for like the 4th or 5th time before it has happened they reversed it now they could not reverse it so in short screwed me over & now they are talking about they said I went past my location when I didn't so now I'm letting everyone know do not use uber because they are disrespectful & will not reverse me for money,0
Nothing good about uber Use  ARRO   app instead download ARRO on your phone much better then uber no surge pricing ever,0
They are not giving there service in Kanpur ... #The 11th Biggest city... Very very poor ....Why is it if they take money out of your account for the Uber rides that they have to take additional money which they say it's an authorization hold but they do not put it back for at least eight days and this is money that I cannot access and another thing if you have an Uber gift card they still want to put monies from the ride from your checking account on hold when it is confirmed that they will get paid by the Uber gift card ...I just Uber Cabs .....,0
We had a flight at SFO and uber never arrived at the time we ask to be picked up. They sent me three different messages they said that they would be 15 minutes then 35 minutes then 45 minutes. We cansal and drove ourselves and miss our flight. I sent sent my complain and they said that the driver was on time. I don't know why they could not see the message that the driver sent and at what time I needed to be picked up. Never gain I will use there service. I will never recommend them.,0
"Last nite i got a ride to the hospital.I have a bad leg,i can see hospital from my house.So i thought i would try uber this was my thrid ride i get a cab all the time he picker me up at my house.I guess he was in a bad mood that happens i understand that when we got there he charged me 7.00 my cab costs me 4.00 dollars i was robbed and when i went i was pissed i have been there 20 years and i told myy people you just lost a ton of buss every one was going to try it but not now and how do you know if my ride was 1 that got recorder for my free rides in the future. Not that i will ever use it again.You lost a lot of buss thanks captain tom 443 762 7273",1
"I have been driving only two months but done with uber. I noticed how unfair the prices, pay is so I decided to ask passangers to send me via text how much they actually paid (after they got the email with how much their actual fare was) and time and time again what I got paid based on fare was off by $1-4 on each trip! They steal from the drivers! Not only they take their 20% they take more! When you report it on each trip they come back and say oh ok the fare will be adjusted, not only they adjust it wrong but you never see that money, ever. When will that adjustment hit your account? Never! Be aware, you will pay more then 20% take, it's more like 35% most rides because if like the passanger pays $10 in reality they paid like 13-14$!",0
So I rode about a week or two ago and I had a few hour drive . Was already costing me enough and I was disrespected due to being trans and the driver stopped on the way never stopping the meter so I was charged extra . Wrote uber and they said they can't do nothing but say sorry and have an good day . Wrote in over and over and there just like again we can't give you credit or anything have an good day Useless and an waste of time Never suggesting them to anyone Worst company in the world Wouldn't recommend them to anyone,1
"Uber driver was late and stopped 50 meters ahead of where he was supposed to be. We wave him down but he doesn't come. We call him, he doesn't talk but hangs up then a couple of seconds later starts moving towards us at 5km/h I question if he is ok when he arrives as he seems either drunk or sleepy or just completely spaced out. I don't want to risk the lives of myself and my partner and her  5 year old son. Driver gets aggressive and doesn't want to drive us anymore after we waited for him for so long. I tell him not to yell as he is scaring the 5 year old and its at this moment that he cancels the trip and orders us to get out of his car. The 5 year old boy is getting out of the car with one leg on the ground when the driver decides to accelerate. This fool is playing a game with his 1500kg car and a 20kg child. We yell at him and I put the car in park so that he cant harm anyone. We advised him we will be taking it up with the Police. Its at this moment, like an infant, this driver begins playing the victim and starts pacing around his car while its in the middle of the road with doors open and hazards on. A tantrum for the adult who realises what he has done is wrong and illegal. I have contacted uber and am awaiting their call. If I'm not happy I have an active social media presence and will escalate to the proper ombudsmen as well as the police. I REALLY hope uber do not defend this dangerous and irresponsible individual and resolve this quickly. Very very disappointed and angry,.... edit: Update - uber customer service (if you can call it that) is abysmal. They are siding with the driver and banning the passenegers account whilst not revealing ANYTHING about their 'investigation' hiding behind their privacy policy. strongly considering posting the pics and videos of the driver and his car online. Customer service rep was Abhi who didn't provide us with any resolution and in fact just made things much much worse. Please don't pretend to care about dangerous behaviour if you clearly don't...",1
"While in San Diego I got three charges in Chicago in one evening for Uber. Two of the charges were visa, one PayPal. Uber would not respond to my emails whatsoever. However both visa and PayPal refunded my money. Now how do you suppose my Uber account got hacked?",0
Uber is ripping everybidy off. The charge too much for a short distance it is almost safer and faster to get a cab simce they have a stupid map that does not show the driver where should he meet the person who requested tge ride. It happneded to me several times that the driver could not find my location. Everytime the fare came as a surprise to me. Too much!!!! I used to be able to contact the driver to tell them my address and now I can not even do that.,0
Trabajar como chofer de uber Es el tipo de exploration mas horrible que se a credo en la ultima decada ya que no cumplen con sus predicaciones donde recomendan que se unan a ellos como trabajadores,0
"Uber for me is so buggy that I can simply not use it. I can not get my head around how a billion dollar company can not build a working app or website. Bug (design flaw) 1: you need to request permission through support to use the mobile website as a rider. Bug 2: right now, the entire help.uber.com website is down. For hours. What?! Bug 3: once you've been granted ""permission"" to use the mobile web-interface for rides, there is no way to change your phone number. There's an ""edit"" button for the phone number on the non-mobile website, but this then tells you to go to the app (which you can't use, that's why you're using the mobile site, durrrr). Bug 4 (design flaw): once you've signed up with Uber there is no easy online way to delete your Uber account. I've looked into this and you actually need to contact support (the same support who's webpage is completely down right now) and write them an email saying you want your account deleted. Really?! In 2017? They're a billion dollar company but their website and software is worse than that written by a startup full of 12 year olds in their moms basement. I feel sorry for any talented coders working under Uber's obviously out of control ""manage""ment.",0
"I have a issue with one of my ride which I was wrongly charged. But Uber is not giving me such option where I can write about this or even ask about it. On 17th of jan., 2017 i booked a uber from besent nagar, Chennai to Hotel leela Palace, mrc nagar. First rate estate was showing approx INR 60 but receipt came of INR 130. Then i checked and found that driver started the meter from where he got that i request a cab and drop location was also wrong, he stopped the meter somewhere else after droped me at my location. My email id is tanwarvikas00@gmail.com",1
"I am Active Duty Army. I tried to apply to be a driver for Uber. They will not accept my valid drivers license. My license has an expectation date of 00/00/0000 because under Tennessee law it does not expire until I exit the service. Uber's automated email system kept telling me that it was expired. When I emailed the help line, I got an email back saying this: ""we understand that you had a question about requesting an exception to our requirement for a valid State driver's license. I'm afraid that we are currently unable to allow exceptions to this requirement. We know that Active Duty Service Members may relocate frequently. While many local regulations recognize this, these terms do not necessarily apply beyond personal driving."" There is nothing wrong with my license, I am not asking for an exemption. My license is valid. On top of that I had to jump through hoops to get my account reset because when I drunkenly set it up the first time I put in the wrong email. So I am beyond fed up with this company. I'm moving to Lyft!",0
I see there are four cabs near my home still 2x surge !!! Switching to Ola. If this continues uber will shut down soon.,0
The service and availability is good but they put exorbitant fare almost every day. Practically useless for daily commuters.,0
"This review is not just about the airport pick up, but in general for people who wish to know how to travel. The best and only taxi company that I would recommend is Blue Bird, they are great! They always use the meter and the drivers are professional The other taxi companies (dark blue, purple, grey colour taxis, not the light blue - blue bird taxis) are all rip offs! Be careful, they are scammers and rude 99% of the time. Ok now onto Uber, it can be great and it can be not so great, I would say 75% of the time it is good, but if you get one of these drivers look out - Booked a Uber ride at 6.09pm with driver ""I Dewa Made Satrya"" to pick up from Nikki Beach Club, after waiting at the front of the club for 10 mins it was clear he was not coming as his vehicle which was 1km away was not moving in our direction, but I was surprised when the app changed to being on the journey, a few minutes later it finished but I was charge 15,000 rah (of course you waste time and write to uber the they refund it, but why should loyal passengers need to go through such crap when it is clearly not their fault?) I then booked Uber again at 6.19pm, the same driver ""I Dewa Made Satrya"" accepted the booking but this time, he messages me on WhatsApp to tell me unless i pay cash he is not coming, so I try to change the payment method to cash but this is not allowed on the Uber app, so when I tell the driver this he says unless I pay him cash he will not come!! He then asked me to cancel, but luckily it is within the 5 min BS time limit so I am not charged a cancellation fee this time (even though again it is not my fault!) I advised the driver ""I Dewa Made Satrya"" that the service is terrible, he told me he does not care and when I said I would report this service to Uber he said ""I do not fear"", clearly Uber does not care for passenger service and is happy to hire anyone in Bali as a driver, as I would never employee someone with such an attitude, especially when now 18 hours later he just sent me another offence message to my phone ""You Emang Top"" Anyway avoid the driver ""I Dewa Made Satrya""with phone number +62 821 4407 1347 I then attempted to make another booking, this time it was picked up by driver ""Nyoman"", this booking was at now 6.29pm, this driver was 8 minutes away and started driving to my location, so I was thinking great finally have a driver, he was within about 3 minutes away and then I noticed he kept going passed the turn off and when I contacted him he said he is not coming, I could see on the app he was like 3 mins away, then 6 mins, 9 min, 12 min and clearly not coming to Nusa Dua but driving to Ulawatu, this driver just ignored all contact from me via message/phone, just keep driving and I guess waiting for me to cancel, which I finally did, clearly another driver that does not care for passenger service Please avoid ""Nyoman"" driver and his number is +62 812 3786 5029, he clearly does not care and should not be allowed to drive for Uber. Ok so finally made another booking with Uber, it is now 6.40pm, the guy turns up, very nice driver, but as I got into the car and sat down my daughter was just getting into the car and the driver starts to drive off, without her being in the car, the door was still open, my daughter then hit the road and was left on the street, this was clearly an accident but careless driving from Uber, I will not write his name, as he was nice, but clearly not careful. Anyway basically after about 4 bookings, waiting 40 minutes, writing to uber for refund for my 15,000 Rph, we made it home to the villa in seminyak. Honestly i love Uber, use it all over the world, however, I think in some cities like China (especially Beijing), Bali and Sydney the server now is terrible and the prices are on the increase so a taxi can be about the same!!!! Once uber gets the marketshare they want they increase the prices without warning!",0
Why is it if they take money out of your account for the Uber rides that they have to take additional money which they say it's an authorization hold but they do not put it back for at least eight days and this is money that I cannot access and another thing if you have an Uber gift card they still want to put monies from the ride from your checking account on hold when it is confirmed that they will get paid by the Uber gift card. I have for three weeks been trying to resolve this problem on two separate situations and the customer service is horrible. Isn't it illegal for them to keep a hold on your money even after they get paid for the services of an Uber driver taking you to your destination. And why does it take so long for it to drop off from your checking account they should confirm you have the money then debit your account for the Uber ride and then that's it. I am trying to find out how to issue an official complaint against Uber because of the situation can you please help,0
"My first experience with uber was absolutely horrible. A driver by the name of Wylder picked up myself and a friend and we were under the impression this was a safe, comfortable and convenient way to get to our location. It was not. The car (ford focus) was in horrible shape, the seats were tore up and covered in nasty stains. The vehicle smelled like cigarette smoke so bad I could hardly breath, and the driver was very unprofessional. He didn't use GPS and asked if we minded if he picked up a 3rd passenger on our way, we accepted since there was room, but then Wylder drove around for 30+ min looking for this other potential ""client"". He finally drove back to the location that he picked us up at and said ""I am suppose to be looking for a girl named Brittany""... umm, That would be me! He didn't seem to know what he was doing one bit. I felt very unsafe with his driving ability as he was all over the road and made sharp sudden turns in the wrong direction on several occasions. With this being my first experience with uber, I was very dissatisfied and probably wont be using the services again",1
"I drive for uber in Orlando. My car is always clean, safe and I received a lot of great feedback from passengers. I driven all over Orlando many times very late at night only for uber to keep all my earning and display that I owe them. I've had to spend for a lot of gas and tolls, new breaks, tires, deep cleaning because of messes made by some passengers and when I ask where are my earnings I get a bs response. It's as if I been doing favors for people driving them around all for nothing. I'm going to find out who I can talk to so I can file suit again uber",0
"On app Uber lures u to money making areas but once u get there,your riding around wasting gas hoping you get a rider. wear and tear on your vehicle....good luck with that. Uber dont care.they stress u to drive but wont help u with money to fix car. Lyft Looks Out. If u wanna drive,Lyft pays better than Uber and less bull$#*!.",0
"I requested an Uber ride on Thursday the 15th 2016 to take me from my home in Apopka Vineland to a Dentist Office in Dr. Phillips. The Uber arrived and took me to an address that I explained to him did not appear to be the correct address as it appeared to be that of a private home in a private neighborhood instead. I tried to explain this to the Uber driver, however, very rudely he requested assured me that that was the correct address. I got out of the vehicle to check the place out and see if it was the office, but, the Uber turned around and left me there (IN THE MIDDLE OF NOWHERE!!!!) I contacted Uber on their contact line to tell them about their experience on repetitive occasions, however, to this day 23rd of the month no one ever did. This is quite unbelievable for me as I have been riding with Uber for a long time and dedicated; but if I ever have something like an outstanding balance with them they never play to hurry notify me for their funds. All I wanted was for someone to return my messages so I could state my case. Was that too much to ask for???",1
"Emailed them about an issue with Uber Pool (Driver name Tejan in Mitsubishi Lancer in DC metro area on Saturday night at 8:14pm) and was promised internal investigation but they didn't contact me after that, shared a trip with another 3 people instead of 2, all drunk, one of them with a drink in his hand. I am a girl and was not willing to make an issue and was hoping the driver will do something but he didn't open his mouth to stop the F Words coming from the mouth of the men instead he opened the window and let us freeze in the cold because of alcohol smell. Inappropriate touching due to us crammed in the back, their girlfriend was in between but the guy with a drink kept his arms around her reaching to my shoulder. Uber customer service is a joke.",1
"VERY UNPROFESSIONAL ATTITUDE FROM UBER'S SUPPORT. On 12th December 2016, I have registered with Uber and uploaded a valid credit card. On the same day. The same day, Uber disabled my account and suspended too. There is no Phone Number listed to contact Uber Support. The only mode of correspondence is email communications. Uber support team never gave a valid reason for suspending my account. This is nothing but HARRASMENT on part of an International Company. SP U",0
