,content,rating,title
1804,Purchase a set of eBooks yesterday and amazing to received it on time. Cool,4,“Best eBook” 
1805,really a awesome site... i have bought redmi note 4 mobile phone for my brother..I really liked their services.they delivered the phone on said time...moreover they fullfilled their said commitments..thanks AMAZON,4,“nice experience” 
1806,I have been an avid user of Amazon since 2005 and in these last ten years I have spent thousands of dollars and ordered tons of things.  With Amazon Prime Amazon certainly makes you think about ordering from them more and more with the 2 day shipping which I love.  They have also never gotten an order wrong of mine EVER.  The reason they do not get 5 stars is because the Amazon Prime video service is still a little lacking in my opinion.,4,“Amazon is great” 
1807,Good,4,“good” 
1808,"They have everything you need for anything. Only reason for 4 stars is because they have way too many different things to sign up for...audible, prime, Amazon books, etc and if you do a trial and forget to cancel they never notify you. They just take your money. They are good with refunding if you call to cancel a service. 

Just make sure you have enough money because you will want to buy everything you see",4,“Best all inclusive site” 
1809,Amazon is a n ecommerse site that no one needs to review and mention. Its among the best online marketplace for all range of products from books to cell phones. They provide a very good service and value for money if you see the overall services offered by them.,4,“Among the best ecommerce websites” 
1810,i have bought my favorite shoes with lower price on Amazon,4,“good website” 
1811,Amazon is sometimes confusing me with all their offers. However shopping with amazon prime is always a delight!,4,"“Sometimes confusing, otherwise great!” "
1812,"I tried to order from my country, Nigeria, but international shipping fee on Amazon is too high. Great products alright, but a cheaper shipping method would be great.",4,“Shipping fee” 
1813,Amaxon delivers promptly.,4,“Reliable” 
1814,..nah..that's the truth..Amazon still got the best service and express service ..flawless product delivery..packaging..and CONVENIENCE buying the thing you want and really need..ALL of it..are in there..could not ask for anything..COOLest !,4,“..Still they GOT IT!...Always” 
1815,Once again found their prices hard to beat on several mountain bike related items.  Becoming so dominant.  Need to work on the speed and cost of their normal shipping.  $9/month is too much for Prime.,4,“Once Again--Hard To Beat” 
1816,You can easily trust on farlin baby products which can be bought online on amazon.,4,“Good products for new born baby” 
1817,Great service but research the prices before placing an order. Some items on Amazon are more expensive than other sites.,4,“Do your research” 
1818,So far so good,4,“So far” 
1819,"One of the good shopping site that I have always trust. Bought a gadgets here, and it looks good most especially the service.",4,“cool” 
1820,there great,4,“shooping” 
1821,good,4,“great” 
1822,"Well, I like to order different tech products as it's easy and fast way to get what I need. But I've noticed that the prices are not always that great. You can find the same products for better price.",4,"“A lot of goods, but not the best prices.” "
1823,I really didnt have none yet from them,4,“anything yet” 
1824,"Pros:
- Almost next day delivery, free of charge
- Nearby every imaginable item can be ordered
- you can choose between new or second hand stuff and save money

Cons:
- no guarantee of best rate on the market, sometime big price difference, so you have to compare prior ordering.",4,“Unbeatable as Prime-client” 
1825,"It's a great website and a great service, but you know what I hate? The one-click buy option. It's cool and saves time. But if you are too quick and your hands are suddenly shaking (for either no reason or because you're in haste), you can easily press this button by freaking mistake. Your cat may press it! And voila - you end up with a book you don't need. I think I could make use of the return service but this was en e-book and it cost me 3 euros (only), so I decided I didn't need to bother. But at that moment, I hated Amazon and their ""accidental mistake"" services.",4,“A point to keep in mind” 
1826,good,4,“quality products & customer service” 
1827,good,4,“good” 
1828,I've never had a bad experience with them. I ordered my things and I received them within three business days.,4,“Pretty Good” 
1829,Amazon has the books and cds that I cannot find locally.,4,“Usually good service” 
1830,"I have used Amazon on multiple occasions, generally with great success. The site is very easy to use with an enormous number of products to browse, meaning it is often my first port of call.
With the exception of one product and another that failed to arrive (although the seller agreed to send another), I have been delighted with all of my purchases. The one issue I had with the company itself was probably my own fault, but is something anyone reading should be aware of. If you become a Prime member on the 3 day free trial (which I clicked on by accident), and then do not cancel this at the end of the complimentary period; you become a full member and are charged for the privilege. I may have been informed of this at some point and just failed to read it though.",4,“Pretty good” 
1831,always what it is and as desribed.Very little security issues,4,“good” 
1832,"I have purchased many products I couldn't find anywhere on Amazon.com. Now, you need to check the reviews before purchasing... you can even see pictures of the items. I had two bad experiences out of many. I learned how to check sellers, reviews, review writers to make sure they are genuine. 
From hardware to jewelry, I am very satisfied with Amazon.com.",4,“Amazon is great” 
1833,"Amazon isn't just a place to shop online, it is a resource. I used it research products, and I rely on the reviews of books, which represent individual and independent opinion. Yes, there are a lot of reviews that are just stupid, but if you read the critically, there is a lot to be learned. When I look at a book the first thing that I do is to look at the one-star reviews. If all the bad reviews are ideologically motivated, that is a reason to take the better reviews seriously. If the bad reviews are well thought-out, detailed, and carefully reasoned, then all the predictable rave reviews are probably mere fluff.",4,“A resource” 
1834,Be aware of ulefone be touch 2 don't buy they are faulty,4,“Don't buy ulefone be touch 2” 
1835,I have found Amazon to have great service and I order a lot of stuff on Amazon.,4,“They have everything” 
1836,"I order from Amazon monthly.  Amazon and its sellers are very reliable, including their adequate packing of fragile items that is most important to me.  Incredibly fast delivery time, beating walmart.com by miles in this regard.  

Wish that delivery costs from outside businesses to Prime customers were more lucid.  Buyers must go back and forth adding and removing item from cart to compare shipping costs.  

After buying two energy saving toilets on a tax-free weekend, sent email to Jeff Bezos about removing local sales tax from order.  Received a reply that refund would be issued, though this never happened.  This is a minor complaint, considering   great products are received without damage, quickly, and at a great price.",4,“Amazon is a winner” 
1837,I usually go to Costco for my beans but ever since my accident in the service I haven't been very mobile to go places. The selection on here is outstanding.,4,“I usually go to Costco” 
1838,"Usually the best prices can be found at amazon, I only wish they participated in cashback schemes!",4,“Always competitive” 
1839,"Amazon is a great way to shop for products.  I have personally never had a problem shopping here.  The only problem I had with an order was that it took a very long time to arrive.  It apparently came from China.

Anyways, as much as Amazon can be a great place to shop, KNOW YOUR PRICES.   Just because an item is being sold on Amazon does not mean it is a good deal.

I have seen some products being sold for more than they could be purchased elsewhere.

For example, I buy my health and wellness products direct from the manufacturer. People are selling the same products for 300% - 400% markup.  That's REDICUOUS!  

For example, I purchase a super high quality moisturizer for under $10.  The product has been clinically proven to be 7 times better at holding moisture than Eucerin.  The problem is that the product is being sold on Amazon for over $30???!??  Sure people are buying it for that price because the product is great, but I would rather keep my money by buying it direct from the manufacturer, thank you very much.",4,"“Great way to save money, but be careful!” "
1840,"Ony problem, you don't know exactly who you are getting the merchandise from. They have so many partners and affiliates.One might be good and the next one bad. I like to know who I am buying from.",4,“quick service” 
1841,"Every time I order form Amazon the items arrive ahead of schedule and exactly as expected. Nothing more to say, Amazon rocks!",4,“Great!” 
1842,Good,4,“Good” 
1843,Amazon always delivers quality goods while providing GREAT service.,4,“GREAT service!” 
1844,"Bought a Huawei watch from Amazon US, pay for lower shipping but as I really want to play around with the watch, finally upgraded with a shipping for US$39.3 and really come fast. The original which states around US10 did not dispatch and just keep processing. Hope they can lower the shipping next time.

US$13  7-15 days
US$26  6-10 days
US$39  3 days",4,"“Well Packaged, but high delivery charges.” "
1845,"Prices are great, however items arrive damaged a lot. They need to pack and ship better.",4,“Has everything” 
1846,I love Amazon. I usually always get my package on time. I'm a big customer and I have really nothing bad to say,4,“Amazing” 
1847,"Whether I make the purchase on Amazon or somewhere else, I always check Amazon before I make my final purchase decision. They are not always the cheapest. But their customer service and hassle free returns are why I may pay a little more than the cheapest place.",4,"“Amazon is great, I use it for everything.” "
1848,"They have a lot of stuff. A lil difficult to search for something sometimes. Shipping definitely too high. Often I find something on Amazon, then find myself looking for a better price somewhere else online.",4,“Selection Great! Shipping Spendy” 
1849,"I used to order things on Amazon, usually very smooth transaction.",4,“All right” 
1850,Have only ordered twice & everything is OK.  Yes I will order again!,4,“OK” 
1851,"Amazon is best place for online shopping, they value their customer demands and expectations. their prices are reasonable, some time they sell cheap products too, but they welcome refund back their money on disappointed products. We have been using Amazon for years.",4,“good place for online shopping” 
1852,"Pros:
-best selection form any site
-best webpage design
-review system is second to none.
Cons:
-prices seem to be getting higher.  Not the deals like they used to have.  Have to shop around a lot more.",4,“Great and safe site to shop.” 
1853,"Amazon is all about being the number one. They want to be innovators and market leaders in the e-commerce business and they do it by pressing suppliers, creating ecosystems and offering unbeatable prices. A lot of businesses are in trouble because of amazon... but that is nothing bad for me as a consumer. I get my books cheaper and with the amazon e-reader at the cheapest price possible. If some business do not want to have their products on Amazon, the y probably do not want that their product exists at all.",4,“A company that does a lot of things right while doing some things wrong” 
1854,Awesome deals however sometime you get caught up in buying something more than the store. Overall is good tho,4,“Great deals!” 
1855,Very good site to order products from. Delivery is reliable and prices are reasonable.,4,“Wide range of products and competitive prices” 
1856,"Website is easy to navigate, variety is amazing and so is the price.",4,“Good service good product” 
1857,So far they haven't let me down. I always order from prime and I get my thing on time. One time I order items worth $100 and the ups gave me an open box and ran so Ilene right away that I was missing items so I contact Amazon and they sending me my products the next day.,4,“best online store” 
1858,"It's mostly good, a great range, but they don't properly disclose when products will or won't deliver internationally.  It's a big waste of time adding them to the cart to find out later that I can't buy them.",4,“Mostly Good” 
1859,they are great package's can be tracked and prompt delivery even when they are coming from china not like trends gal and customer service are courteous and returned money asap when I received wrong stuff thumbs up,4,“great” 
1860,"Good Service, and more often than not, just what you are looking for!",4,“Love them... Bring on the shipping Drones!” 
1861,"I liked the price here, it's cheaper than most of the shops.",4,“Nice experience..” 
1862,always deliver what they describe,4,“reliable” 
1863,"It is kind of a harsh customer experience from amazon, they are rigid and not that customer friendly or flexible to relate with.
I guess the way they take security with their business is to the extreme.",4,“Customer service!” 
1864,Good thing here is the store itself has wide range of products. I recently bought a book and it delivers on time.,4,“So far it's better” 
1865,"Aside from the ''localization'' problems ( ''This item cannot be shipped to your country'' ) , it's a really nice site to select whatever you want and compare prices.  Also they should package or store items a little better, as small amount of damages are always there upon delivery. Keep in mind that getting defected items are also always possible from Amazon. Returning is quite a chore and the items are not always the best quality for their availability.",4,“Selection and Availability” 
1866,"precio y calidad 100%, y si encima eres premiun multitud de descuentos y ofertas",4,“estupendo servicio” 
1867,I love amazon but you have to do your research on the seller and the product or you can get nock offs or horribly made products,4,“Love amazon but be careful!” 
1868,Every time I buy Amazon is a good experience,4,“Good Stuff” 
1869,"This site provide each and every thing you need to buy without any effort or complexity. Just sit and search for product, order it and you will get it on your door step. But delivering the product is not so fast which sometime destroy the customer excitement about the product.",4,“Amazing site as its name suggests.” 
1870,good depend of the seller,4,“good depend of the seller” 
1871,I have shopped Amazon frequently and I have not been disappointed yet. Prices are good and shipping is most of the time free and delivery is quick. Amazon is the site I go to first when I am looking for just about anything...,4,“Good and plenty” 
1872,Everything I have bought has been good. However don't like seeing one price with free shipping then when you pay you are flipped to another area where shipping is not free. Prime Free shipping was a waste of money. Very little eligible.,4,“Reliable” 
1873,I have been using amazon for a year now and have had mostly good experiences.some sellers are less useful but on the whole its very positive.,4,“large selection of products” 
1874,my clothes always come at an decent time and their good quality.,4,“ordering from amazon” 
1875,"excellent service, but not paying UK tax in the UK is a bit mafia",4,“pay your tax Amazon” 
1876,"I have purchased many things from Amazon from books to electronics. Not all of the vendors are reliable but for the most part I have had pretty good results with this site. Whenever I did have a problem with an outside vendor, Amazon would investigate and work with me to resolve the problem, even reimbursing me for the money I was owed from a related vendor. I would definitely recommend Amazon.",4,“One of the safest places to shop on line” 
1877,I bought a jewellery product and I am satisfied with it,4,“Get everything” 
1878,"Have used Amazon since it's early days of selling CD's, I have found the site has kept up with it's growth and continued to provide excellent service for everything I have purchased.

Whatever you need check Amazon first.",4,“Growth of Amazon” 
1879,So far my experience is good.,4,“Genuine Market place” 
1880,Been using for at least 5 years and had one issue which the sorted out for me,4,“Never had a problem” 
1881,"Sin lugar a dudas es por excelencia la web de compra, si deseas algo rápido",4,“Rápidez” 
1882,"As somebody who only purchases items from Amazon themselves (no third party sellers), I am disapointed with the amount of counterfeit items i have received. Do yourself a favor, and buy things that are easily counterfeit ( phone cases, sd cards, earbuds etc) in person. 
I purchased three Speck branded phone cases from amazon. They were of decent construction, but two of them cracked after being dropped from about knee height. I sent them back to speck because they were supposed to be under warranty. Speck called me and told me to send them back to who i bought them from because they were fakes. Its funny, Amazon would not take them back. Their reasoning? They do not allow returns on counterfeit goods.
I purchase many things from amazon. My experience with counterfeits has not soured my overall experience with Amazon. I just caution you to buy things that are easily counterfeit in person, or better yet, just buy them straight from the manufacturer.",4,“Watch out for counterfeits.” 
1883,"i always buy books on it, that is really convenient",4,“very good products” 
1884,"Amazon is hit and miss, but mostly hit. I buy from them often; several items a month on average. I have only had a few problems with them. My biggest beef is their ""temporarily out of stock"" description, which always means: ""permanently out of stock"". If you avoid these, you will most likely enjoy the cheapest prices and most reasonable shipping on the internet. If you do have a problem, their customer service department is grade A, and really do seek to satisfy their customers, which is why I buy from them so often. It also helps that shipping is free on orders over $35! They really can't be beat! (Shameless plug: check out my review of their ""Alchemy Mummified Palmistry Hand Gothic"". It's a truish story!)",4,“Almost Perfect” 
1885,"Amazon is a good company that was once great.  Their ease in ordering and paying is second to none.  The problem with their current policy is they are really cutting the price using sometimes very poor quality products from overseas.  Now their return policy and return procedure is again; 2nd to none.  Click a couple of buttons, take a printed return form to UPS and ship it with a credit already posted back to your account.  Amazon could return to greatness by doing more quality control and allowing reviews that were not only about the product but also about the company.  Good luck and God bless.",4,“Asian Amazon” 
1886,"I started using Amazon while a non-traditional college student. It was great way to buy books on a budget.  Now, before I buy anything, I check out Amazon.  You can really find some great products for an even better price. Reading the reviews also helps me in making my final decision on a product. For those who don't mind not trying it before you buy it, Amazon is a great way to shop. You can never go wrong!",4,“You can always find it at Amazon” 
1887,Obviously broad selection but difficult to manage,4,“Broad scope” 
1888,I always have the best experiences with amazon.  their delivery method arrives earlier than expected.  never had to return anything.  always meets expectations.,4,"“Up to date, quick service” "
1889,I've ordered  a bunch of electronics off of Amazon and only had an issue once. The customer service was quick to respond and was very helpful.,4,“Good” 
1890,"Most of the times you can find better prices on Amazon, than other online companies.",4,"“Straight forward prices, and good service.” "
1891,"I would give it 5 stars but I had a little trouble with the on-line ordering one time and seems they did not do much for customer service, other than that I have been very pleased with everything about them...Prices have been great & you can find just about anything!",4,“Find Just About Anything!” 
1892,"We're comparison shoppers, and usually find the Amazon price among the highest for things we want to buy.  Since we don't care if we receive the item in 15 minutes, we generally find better buys on eBay.",4,“Usually Overpriced” 
1893,"Almost 70% of the things i.bought online where bought from amazon japan. I love the special discount coupons. And the things i bought havd no problem so far. Fast and reliable. And the costumer support were superb. Just what i expected with the.japanese pipz. Prompt and reliable. I.once bought a desk cod, and i cancel it since i havent receive the item after three weeks, and they even give me a coupon with the same amount with the desk that i wanna buy. Lol. Im so lucky. Well not everybody find amazon a great online store but for me its the number 1 so far. You can easily track the items you bought, when would be the deliveru sched, you can cancel the items for free. Of course the.items were not perfect since it has diff sellers. But the amazon itself were great. Even with groceries, and wet goods can be deliver to you freshly.i highly recommend amazon.co.jp to everyone living in japan. And i love kuroneko. :)",4,“I love amazon.jp” 
1894,Dependable,4,“Amazon” 
1895,Sometimes prices are very high,4,“Not the best prices” 
1896,Good service with ordering and delivery.,4,“Cool!” 
1897,"If they break it we will replace it not questions asked.  I love that motto, that gives me the impression that you care and if you do I will definitely do business with you.

I bought a few things from Amazon online and I have never had a bad experience with them. I still have a few purchases from them that are still in use, quality products.  I absolutely  love their website, there are so much for the eyes to see.  It compels you to buy even when you are just browsing.

My friend regularly buys from them and she has never had a complaint other than buying the wrong sizes, that's her fault really.  I don't mind when she does though because I end up getting the products.

What I love about Amazon too is that they are an online electronic department store where you can shop for computers, apparel, computers, books, DVD's and more.  Not only that you can also make money on Amazon by selling your services, sell your apps, become an affiliate, advertise your products, you can self-publish with them,  You can actually make money on Amazon.  The different ways I mentioned and more.  Isn't that awesome.

Another plus is that there are different ways of making payment for purchases with their payment products:  Awards Visa card, store card, corporate credit line, you can also shop with points, they have their credit card marketplace and they also have currency converter. They cater to the needs of everyone.

Amazon provides products and services, services in the form of employment not only for those they employ in their immediate circle but for everyone else who take advantage of the services they offer.  Whether you want to self-publish with them, become an affiliate, advertise your products or become and Amazon vendor, and there are more to choose from.

Go ahead check out their website whether to buy something or do something, you'll be glad you do.",4,“Amazon great place to shop” 
1898,"recently Amazon curbed an order, it was offered only for prime members and I do not want to become a member, I do not order consistently from them, I was disappointed and still am",4,“so so” 
1899,"Amazon.com offers excellent and prompt customer service,  and a good selection of products.

The cons are that its shipping costs need to be carefully monitored because those can be extraordinarily high. I also exclude so called Amazon UK,  whose customer support staff I have found to be negligent, if not careless and incompetent..",4,“Customer Service” 
1900,"I recently had to return an item and Amazon makes it very easy. I immediately received a phone call and the Representative was pleasant, patient and very professional. The refund was handled quickly. The only reason I did not give 5 stars is because a couple of deliveries had problems (wrong quantity sent, broken package) but they took care of it quickly.",4,“Excellent Customer Service” 
1901,"the shipping is great and their return policy is equaly great i got a fragile item it came broken and they replaced it so fast, thank you/.",4,“2 day shipping” 
1902,"Good shop, allways ok",4,“never cheating” 
1903,"PROS;
Great customer service, whatever you order.

Good prices overall.

Great deals!

Tons of variety and choices.

Wonderful shipping prices.

CONS;
Quality varies a lot, depending what seller you order from.

Descriptions of items are sometimes lacking.

You have to be willing to look through A LOT of items to find what you're looking for.

Shipping sometimes takes a VERY long time. Months, even.

Although is has a couple of problems because of various sellers, amazon is over-all a great site and one of my favorites to buy from.",4,“Overall great site!” 
1904,"They keep you informed about businesses in your area that you may want to utilize.  This is great the info is u t d (up to date), concise, and valid.  There is a problem though.  Most of the time I'm, not in the market, for the business that they are keeping me informed about.  Result:  An unending slew of unsolicited e mails about businesses in my area that I am mostly, not in the market for, when I receive their e mail.  If they could stay in touch with you quarterly, send a brief questionnaire about what you might be looking for, in the next few months, travel, tires, electronics.  The constant receipt of e mails ruins the experience.  Lighten up Amazon, I know you're there and a lot of local business are affiliated.  I'll let you know when I need them, or give me a chance to let you know what I'm looking for, just don't bomb me with ads about local merchants.  It ruins the experience.",4,“A great web site that should stay great by allowing you to contact them instead of them contacting u” 
1905,I fount this site is cool actually in my opinion they can improve their services but apart from criticism they are best at what they are providing,4,“Coool!!!!” 
1906,good,4,“good” 
1907,"After trying the amazon echo, of course amazon is the best on the field.",4,“Amazon is the best” 
1908,"""Get my 18000mAh 600 AMP Peak Car Battery Jump Starter from Amazon by search brand ""AFENDO®"" (one of my friends recommend it). It works well at the moment at least. Good quality, nice materials.",4,“Excellent Product From AFENDO® on Amazon” 
1909,"Literally, what can you NOT find on amazon?? I shop here mostly for books, which are much cheaper than they are at any local bookstore. I also sometimes get clothes and gifts from here. Usually takes 1-3 days longer to deliver than predicted, but I know to account for that by now. I have never received anything damaged or of lower quality than described by sellers.",4,“I order everything from here” 
1910,"For the most part my experience has been good. I know hard-to-find items will be on Amazon. It's been a learning experience for sure. I've learned never buy before reading reviews, especially the 1 ratings. If it's a $15 item for $5, it's going to be cheaply made and useless. Not everything is cheaper on Amazon or worth getting by delivery. Make sure you really want the item or it's worth paying to return if you hate it. Having Amazon Prime is totally worth the membership if you make regular purchases and watch a lot of online shows/movies. Finally, Amazon Prime gives you free shipping but NOT free returns. Some of the lessons were painful but not enough to give up purchasing. I'm hooked for life.",4,“Love & A Little Painful” 
1911,Are you a fellow? Then become one at amazonianbabes.com.,4,“Like these fellows.” 
1912,If Amazon have not got it-anything-would be surprised. watch it for hidden extra postage. sometimes you can get it cheaper on ebay due to postage costs. Overall a really good site,4,“They have everything” 
1913,Great customer experience. Some of the sellers that sell through Amazon are not as trustworthy as Amazon.,4,“Usually great” 
1914,I was shopplng on line for a queen size 9 piece madison nicolette purple comforter set & found several sites selling this item for the same price as yours  $83.99 with free shipping,4,“Amazon not very competitive” 
1915,Amazon is Awesome because I get to post a lot of videos with Toys that we Purchase from Amazon. Subscribe to https://www.youtube.com/channel/UCXpQ17LY77usUULkdfEg0vg it's free to add to your playlist and the whole family can enjoy : ),4,“Amazon good website” 
1916,Good,4,“Good experience” 
1917,I always compare prices on Amazon before buying . The best is their customer satisfaction policy . I have had no problems till date. Using Amazon for 10+years,4,“Amazon - great for shopping” 
1918,"Amazon is a good reliable  online place to shop. I never bought from Amazon myself even though I have many frands that have. and alwsys with posative results. The reason I do not shp there is that I refuse to buy from any website that does not have paypal has a payment option. Why take the change with online hackers. After all money is not easy to come by.

Frank

Frank",4,“Good to Shop” 
1919,Great site. I am a happy shopper,4,“Great Site” 
1920,"I've been shopping at Amazon for several years now and really have very few complaints.  The one or two complaints I've had had to do with packaging.  Other than that shipping is fast, and reliable.  You can find anything which saves on time and gasoline.  I will continue to shop there until another company can do better.  Amazon Prime($100 per year) is a pretty good deal too.  Plenty of 'Prime' products with free shipping and a lot of free multimedia to stream.",4,“Amazon is a great place to shop.” 
1921,im impressed with Amazon and their one click buying makes purchasing easy!,4,“one click” 
1922,"Many times shopped on this service. The goods were delivered on time, I'm happy with everything. You can even, and the price is lower, then there will be absolutely fine.",4,“Good bookstore” 
1923,good dvds,4,“dvds” 
1924,"I love Amazon and, since I live in a rural area, use them a lot.  98% of the time they work flawlessly.  1.5% of the time they goof but the returns process works out fine.  But that last little bit is when there's a minor gaff which can be fixed easily but that fix is not in their playbook.  And there's no way to get a message to a customer service person.

Example is a while ago I bought an item which was battery operated (included!) and fairly large.  It was also packaged in one of those terrible blown plastic things but nobody noticed that the included batteries, easily visible in the online photos and indeed through the plastic, had been pilfered.  The main product was ok but I knew they would send replacement batteries if I could just let them know.  But no way to communicate that.  So I swallowed the cost of a couple of batteries.  I know, not a big deal but what if it had been some larger problem but just as simple to fix?",4,“One Major Flaw” 
1925,"I use Amazon to sell, to buy, and to check on consumer reviews. High marks.",4,“What would I do without it?” 
1926,Products and services provided by amazon are just fine not too good. Need some improvement,4,“It is more than average but excellent” 
1927,AMAZON has a lot of good stuff at reasonable prices some better than others just like any store anywhere.,4,“Things I needed” 
1928,Good,4,“Good” 
1929,it's good site to buy many things on great offer price.,4,“I love to shop from here.” 
1930,Great,4,“Amazing Amazon” 
1931,"You might think you're getting a good deal on amazon since 98% of the time you do. But, when shopping for a new laptop i came across one that i absolutely loved and thought $270 wasn't a bad price until I checked the HP webstore and saw my 14"" chromebook for $250 instead with a 2 year warranty. When shopping here just make sure you're getting the deal you want.",4,“Be Careful” 
1932,"Great, but the selection can be daunting.",4,“Frequent flyer.” 
1933,"Being disabled and virtually house bound my computer is my lifeline.I have bought products from Amazon before,but I have to tell all my fellow sitejabbers about a product I ordered last week,I ordered some rechargeable batteries at 5.00pm on tuesday and they were delivered at 10.30am on wednesday.Now thats what I call service.",4,“Dream deliveries” 
1934,"This is a further comment to my original one when I ordered the cell phone case.  It was always said that it could take weeks and weeks for this item to arrive.  It was coming from China and it did.  However, it arrived in about two and a half weeks and it is absolutely beautiful.  Very well made...of such quality that everyone who sees it comments on it and was amazed by the fair price.  I love it.  Thank you Amazon.com",4,“The Horse Came In” 
1935,"Prices, shipping, returns, selection, Amazon has it all! One problem I have is the filters. When you search for 1 specific thing, instead of the search bar having an option to match just what you ask, it just puts forth 500 other things that don't really affect you. You want a hammer? try 200 boxes of nails, a poster of a hammerhead shark, 14 new screwdrivers, and some baking soda(made by arm & hammer of course). Oh page 32 the actual hammer I wanted? excellent...",4,“Top marks” 
1936,"Amazon has everything I look for, not always cheaper but it's there for me to buy if I want to.",4,“everything” 
1937,good,4,“good” 
1938,"amazon is great. the only thing that hits me is every time i go to check out i am at $25 to 
30 and free shipping is at $35.........     :  (",4,“ok” 
1939,"As a general rule,I ""Window Shop"" @ the brick & Morter stores,then go on line to actually shop for my items, without dealing with the Anacondas(State sales Tax,& Shipping) the 2 items that ""Squezze our wallets ! If you want the privellage of doing business with me,than the seller ""Eats"" the cost of Taxes & Shipping PERIOD !....I have to say I've had exceptional experiance dealing with Amazon !",4,“OnLine Shopping without the Anacondas !” 
1940,"Amazon usually does things right the first time.  However recently my husband ordered a grooming arm for my dog grooming table which was supposed to come with a clamp.  The clamp was missing.  I didn't pay attention because I have a shorter arm that has the same clamp, so I just used that.  When I realized my new dog is going to need both arms for grooming I asked him to order me a clamp and he said ""didn't the new one come with a clamp? It was supposed to!""  So sure enough, it was, and we had to file a request for a replacement.  The thing is, all the seller would have had to do is send us the clamp.  But instead the Amazon return/exchange process wasted money by sending us a whole new one and shipping the one with missing parts back.  Why?  If this is how Amazon is doing things it is totally wasting people's money.  Sure it didn't cost me and didn't inconvenience me except that they showed up to pick up the one I already had, two days before the replacement came, and we said no, you have to bring us the replacement first!   But the cost for all this extra freight from such an odd process goes into the system and applies to prices across the board.  Just send me the parts I need from one you already have, and defect THAT one of yours out.  There has to be a way to eliminate waste there.",4,“Kind of an odd exchange policy” 
1941,complex process,4,“i like it” 
1942,Amazon provides good services within the time limit,4,“Good services” 
1943,"They seem to keep things in line with their sellers.  Most of the people do the things they say they are going to do.  Products are as promised and if not, Amazon backs it.  BUT..  Customer Service is very slow.",4,“Mostly good products and service” 
1944,amazon is always I like amazon. I have not been there in a while but I will go online today I use to love going on amazon  I will be there shortly Brenda Carlton.,4,“asways there” 
1945,"This used to be a 5 star site, but for me, especially in the last couple of years, I've had some some delays in getting refunds, or returning items.  Now to be fair, when I've called Amazon, I've had good experiences with them, so that's great.
I use them all the time still for the discounts.  Some of the prices aren't what they used to be, and shipping has gotten stupid expensive, if you want a package faster, than normal bulk delivery.  I still do buy ALLOT of items on Amazon, as the great experiences far out weigh the bad.  I in fact Just bought an item, which was faulty, and had No hassle returning it.  I like that.  Keep it up!",4,“Still Use Them Allot” 
1946,First of all it reaches on time and the products are same as we saw .....and very well packed.,4,“satisfied with the products we ordered...” 
1947,"I love my American store, cute and unique styles that you dont' see everywhere",4,"“I love my American store, cute and unique styles that you dont' see everywhere” "
1948,"for the most part prices are cheap or fair, there is a few things that i would like to be cheaper but with the amazon proime and that two day delivery i can overlook it",4,“gundam kits” 
1949,i buy a lot of clothes and books i try not to do it online or id go broke but from time to time amazon has things that i just cant pass out on.,4,“so good” 
1950,Good stuff here.,4,“Amazon rocks!” 
1951,I love using Amazon.com for shopping.  There are lots of products to choose from and great shipping options.  Their Prime membership is totally worth it and pays for itself in shipping costs and free movie/music rentals.,4,“Lots of Products; fast delivery” 
1952,Amazon has given me one or two problems but right away they fixed it by giving me my money back instantly. They almost always have what I want. Very friendly & customer service is great.,4,“Great website” 
1953,prices seem good and service fine,4,“prices seem good” 
1954,"Update: I have changed my rating to 4 stars. Over the past (almost 4) years, I have seen Amazon go downhill. Shipping and returns remain excellent in most cases. Merchandise: has become more questionable and prices have skyrocketed. (Lookout for Outlet items in particular. Many are found on wish.com. Check it out). Clothing is super hard to pin down for quality unless you search for a particular brand. Off-brands permeate the site (when using just search parameters) with skewed sizes and questionable quality. Prices: I've seen stuff at DOUBLE the price of other online retailers (take a look at sparkling water for one). I don't use Prime anymore. It's not worth it to me. I've been a Prime member for years.  I love it. I order anything from toothpaste to televisions. I only order Prime unless it's a special item. No shipping pays for itself within in the first few shipments. I furnished my entire apartment using Amazon. Very few times (out of literally hundreds) have been disappointing.  My only caution:  Like any other store, online or otherwise, be careful of ignoring regular or higher prices lurking among all item types. Check Walmart.com for prices on items just to be sure the free Prime shipping is not costing your more in item price.  Also, love the Amazon Prime streaming video for movies and TV series. Walmart is supposed to add a similar shipping program on a pilot-program basis. We'll see.",4,“Update to: There really isn't a bad thing to say about Amazon” 
1955,my favorite shopping website,4,“good online store” 
1956,lately customer service is declining but otherwise good,4,“could be better as they used to be” 
1957,"They are an amazing site. I brought all my course materials from them and paid a fraction of the cost I would pay here in NZ. I am a customer who has returned many times and will do many more. 
 Only had one item that I am currently disbuting but that's with the seller but was brought through amazon. Otherwise I really find this site easy to use.",4,“Amazon is amazing” 
1958,"Happy to say great response from Amazon taking my word over sellers send badly used items as "" as new""",4,“Returns  &  Refunds” 
1959,"This has everything, used or new. 
Unfortunately what I mostly used was to buy and sell used books.
It has worked so far. But in order to sell a textbook at $8, it took $7 or so for fee.",4,“convenient but costly to sell used one.” 
1960,"check out amazon, they have good prices",4,“if you can't find else where” 
1961,"many advantage in amazon.in quick delivery,fast transaction,give more offer",4,“Easy to use the amazon.in” 
